2017cjv 0.08029
2016glz 0.22072
asassn15so 0.03906
2016ews 0.1178
2017cfc 0.12307
2017cfb 0.08773
asassn16br 0.42749
psnj1300323 0.02852
2016aj 0.12679
2016ixf 0.09114
asassn15jl 0.04247
gaia16acv 0.03255
2016cor 0.08246
iptf16auf 0.04061
ps15bst 0.0775
asassn16ad 0.13113
psnj0153424 0.14446
ptss17niq 0.06324
atlas17bas 0.06293
atlas16dqf 0.18693
atlas16dpb 0.49941
2017po 0.03658
ps16fbb 0.05425
2017hn 0.08742
ps17bii 0.2046
ps15cms 0.06975
2016ayg 0.13051
asassn15sb 0.86552
asassn15py 0.13268
asassn15pn 0.25079
2017cpu 0.07254
asassn15il 0.45539
ps16eqv 0.02077
asassn15fa 0.07347
2016gmg 0.36611
2016coj 0.05053
masterj2222 0.08432
asassn16la 0.56265
asassn16oz 0.14446
asassn16cy 0.05332
asassn15pm 0.08556
ps15brr 0.08556
ps16ejh 0.06138
asassn15jt 0.03007
psnj0309425 0.44578
2017ckx 0.09114
2016glp 0.14291
asassn15fs 0.23901
ps15bjg 0.2449
psnj0859349 0.06448
2016cyt 0.22444
2016cuv 0.02294
2016hhv 0.15841
ps16cqa 0.10447
asassn15ss 0.61845
atlas16bdg 0.12245
asassn15hy 0.40734
2016gmb 0.09083
asassn15ga 0.12307
ps15bsq 0.09114
atlas17ajs 0.04805
asassn15sf 0.08246
ps15dpl 0.6913
ps16dnp 0.24893
asassn16av 0.07285
asassn16ci 0.42904
ps15coh 0.36952
ps16aer 0.06231
asassn16lg 0.20832
ps15cwx 0.45911
asassn16ch 0.06727
asassn17fd 0.19561
css160428 0.02945
iptf17dz 0.07688
asassn15lu 0.04278
atlas16bwu 0.08463
asassn15mf 0.09951
asassn17co 0.28458
ps15bwh 0.07657
asassn15uw 0.07161
2016hns 0.19344
asassn16ex 0.08866
ps15asb 0.14167
2016blg 0.10571
psnj2352371 0.1116
ps15cge 0.12524
ps16axi 0.10509
asassn15uv 0.0868
asassn15mg 0.08494
gaia16agf 0.17732
iptf17fs 0.0682
2017coa 0.17298
2017cne 0.11532
asassn15la 0.05115
2016fbk 0.13175
asassn15tg 0.07626
masterotj15 0.07409
ps15adh 0.0806
2017ya 0.13826
2016gsu 0.12803
psnj0107203 0.18569
ps16cvc 0.25699
2017mu 0.08153
2016ajf 0.43865
2017oz 0.0341
ps15akf 0.07905
asassn16em 0.36084
ps15bzz 0.05239
asassn15uu 0.18197
2016w 0.18414
css160129 0.10137
2017dgi 0.10943
asassn15oh 0.38688
psnj2310226 0.1581
2017drh 0.32891
asassn16jf 0.06293
atlas16dod 1.31843
2017mf 0.02914
psnj1628383 0.02852
2017lc 0.12617
asassn16fs 0.08742
2016htm 0.04557
ps17tn 0.04495
ps15bbn 0.21824
atlas17axb 0.29264
asassn15lg 0.08215
ps15aii 0.06913
asassn16dn 0.10199
asassn16ej 0.46066
asassn16hz 0.09672
masterj0134 0.05456
atlas16cpu 0.07409
2017ms 0.02573
ps15cku 0.06913
asassn17at 0.07409
2016htn 0.07192
2016gfr 0.3565
asassn15bm 0.21421
ps17ckg 0.02821
2017iye 0.181
psnj1602 0.046
2018pj 0.159
2017hju 0.311
asassn17jq 0.046
2017iez 0.065
2018cnw 0.074
2018bie 0.062
2017erp 0.295
2016ac 0.075
2017gav 0.109
2017fnz 0.251
2017fmz 0.403
2016bew 0.316
2018oh 0.124
2018bs 0.051
psnj1204 0.086
2017fbs 0.093
2017fms 0.181
