#Table J_ApJ_700_1097_table3:
#Name: J/ApJ/700/1097/table3
#Title: MLCS31 light curve fit parameters
#---Details of Columns:
#    _RAJ2000 ("h:m:s") (A11)   Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.ra]
#    _DEJ2000 ("d:m:s") (A11)   Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.dec]
#    ID                 (a9)    SN Ia identification (G1) [ucd=meta.id;meta.main]
#    n_ID               (I1)    Number of light fit parameters (i.e. {\bf 1} if this SN was studied only in this table, {\bf 2} if SN also in anotter table, etc [NULL integer written as an empty string] [ucd=meta.number]
#    zCMB               (F6.3)  Redshift in the CMB frame [ucd=src.redshift]
#    e_zCMB             (F6.3)  Uncertainty in zCMB [ucd=stat.error]
#    mu (mag)           (F6.3)  Distance modulus (1) [ucd=phot.mag.distMod]
#    e_mu (mag)         (F6.3)  Uncertainty in mu [ucd=stat.error]
#    SimbadName         (a18)   Designation understandable by the {\bf\fg{FireBrick}Simbad} data-base [ucd=meta.id]
#    _RA (deg)          (F9.5)  Positions from Simbad (right ascension part) [ucd=pos.eq.ra;meta.main]
#    _DE (deg)          (F9.5)  Positions from Simbad (declination part) [ucd=pos.eq.dec;meta.main]
#    Delta              (F6.3)  Light curve shape parameter {Delta} [ucd=stat.fit.param]
#    e_Delta            (F6.3)  Uncertainty in Delta [ucd=stat.error;pos.eq.dec]
#    AV (mag)           (F6.3)  Host-galaxy extinction parameter in V band [ucd=phys.absorption;em.opt.V]
#    e_AV (mag)         (F6.3)  Uncertainty in AV [ucd=stat.error]
#----------- ----------- --------- - ------ ------ ------ ------ ------------------ --------- --------- ------ ------ ------ ------
#                                  n                                                                                               
#                                  _                                                                                               
#_RAJ200     _DEJ200               I               mu     e_mu                                                 e      AV     e_AV  
RA          DEC         ID        I zCMB   e_zCMB mu     e_mu   SimbadName         RA_deg    DEC_deg   Delta  e_Delt AV     e_AV 
01:56:47.94 -00:12:49.1 sn05hc    4  0.045  0.001 36.869  0.140 SN2005hc           029.19975 -00.21364 -0.129  0.056  0.132  0.081
01:27:05.97 +19:07:00.5 sn05hf    3  0.042  0.001 36.564  0.158 SN2005hf           021.77487 +19.11681  0.198  0.096  0.089  0.084
01:26:48.40 -01:14:17.2 sn05hj    4  0.057  0.001 37.372  0.129 SN2005hj           021.70167 -01.23811 -0.314  0.061  0.094  0.070
23:58:32.50 -18:42:33.0 sn05iq    4  0.033  0.001 36.203  0.148 SN2005iq           359.63542 -18.70917  0.172  0.074  0.086  0.068
01:16:43.80 +00:47:40.7 sn05ir    4  0.075  0.001 38.110  0.138 SN2005ir           019.18250 +00.79464 -0.370  0.078  0.107  0.083
22:34:07.34 +05:34:06.3 sn05kc    3  0.014  0.001 33.767  0.242 SN2005kc           338.53058 +05.56842  0.009  0.064  1.137  0.122
10:40:28.22 +09:12:08.4 sn05ki    4  0.021  0.001 34.806  0.179 SN2005ki           160.11758 +09.20233  0.376  0.068  0.084  0.056
02:54:15.97 +42:43:29.8 sn05ls    4  0.021  0.001 34.411  0.205 SN2005ls           043.56654 +42.72494 -0.236  0.057  1.153  0.125
02:10:49.76 +34:58:58.2 sn05lz    4  0.040  0.001 36.519  0.166 SN2005lz           032.70733 +34.98283  0.203  0.088  0.394  0.118
08:27:06.36 +21:38:45.6 sn05mc    4  0.026  0.001 35.361  0.170 SN2005mc           126.77650 +21.64600  0.888  0.080  0.367  0.151
08:49:14.34 +36:07:47.9 sn05ms    4  0.026  0.001 35.674  0.157 SN2005ms           132.30975 +36.12997 -0.134  0.045  0.118  0.067
03:19:49.88 +41:30:18.6 sn05mz    3  0.017  0.001 34.077  0.224 SN2005mz           049.95783 +41.50517  1.213  0.058  0.850  0.157
07:01:36.62 +14:07:59.7 sn05na    4  0.027  0.001 35.462  0.165 SN2005na           105.40258 +14.13325 -0.007  0.055  0.120  0.084
12:41:44.86 +35:04:07.1 sn06ac    4  0.024  0.001 35.292  0.173 SN2006ac           190.43692 +35.06864  0.175  0.066  0.209  0.082
11:09:32.83 +28:37:50.3 sn06ak    3  0.039  0.001 36.375  0.178 SN2006ak           167.38679 +28.63064  0.194  0.106  0.105  0.081
10:39:28.26 +05:11:00.3 sn06al    4  0.069  0.001 37.834  0.134 SN2006al           159.86775 +05.18342  0.164  0.101  0.075  0.056
12:14:38.68 +12:13:46.9 sn06an    4  0.065  0.001 37.695  0.123 SN2006an           183.66117 +12.22969 -0.167  0.073  0.070  0.055
10:37:30.75 +65:00:58.1 sn06ar    4  0.023  0.001 35.249  0.278 SN2006ar           159.37812 +65.01614  0.258  0.394  0.392  0.209
11:24:03.46 -12:17:29.2 sn06ax    4  0.018  0.001 34.684  0.186 SN2006ax           171.01442 -12.29144 -0.141  0.040  0.062  0.046
12:12:14.68 +56:10:45.8 sn06az    4  0.032  0.001 35.852  0.137 SN2006az           183.06117 +56.17939  0.248  0.054  0.041  0.034
11:38:28.46 +20:31:34.4 sn06bd    2  0.026  0.001 35.586  0.203 SN2006bd           174.61858 +20.52622  1.492  0.097  0.297  0.182
18:39:58.88 +39:58:56.8 sn06bq    4  0.021  0.001 35.163  0.186 SN2006bq           279.99533 +39.98244  0.286  0.071  0.235  0.111
15:56:30.53 +20:02:45.6 sn06bt    4  0.033  0.001 35.784  0.158 SN2006bt           239.12721 +20.04600 -0.198  0.047  0.664  0.098
13:52:47.81 +05:18:49.4 sn06bu    4  0.084  0.001 38.017  0.131 SN2006bu           208.19921 +05.31372 -0.270  0.102  0.067  0.065
14:33:56.73 +03:47:55.8 sn06bw    3  0.031  0.001 35.682  0.206 SN2006bw           218.48637 +03.79883  0.427  0.132  0.358  0.215
13:00:43.38 +27:57:41.8 sn06bz    3  0.028  0.001 35.307  0.191 SN2006bz           195.18075 +27.96161  1.505  0.075  0.351  0.193
16:09:56.44 +43:07:35.0 sn06cc    4  0.033  0.001 35.777  0.156 SN2006cc           242.48517 +43.12639 -0.173  0.046  1.316  0.092
10:54:02.58 +46:01:36.3 sn06cf    4  0.042  0.001 36.564  0.146 SN2006cf           163.51075 +46.02675 -0.056  0.095  0.114  0.080
13:05:02.32 +28:44:24.0 sn06cg    3  0.029  0.001 35.181  0.212 SN2006cg           196.25967 +28.74000  0.566  0.180  0.243  0.179
12:59:24.42 +28:20:51.7 sn06cj    4  0.068  0.001 37.822  0.131 SN2006cj           194.85175 +28.34769 -0.147  0.119  0.045  0.037
12:19:14.89 +22:25:38.2 sn06cp    4  0.023  0.001 34.846  0.189 SN2006cp           184.81204 +22.42728 -0.138  0.061  0.704  0.109
13:24:25.10 +30:57:22.7 sn06cq    4  0.049  0.001 37.069  0.175 SN2006cq           201.10458 +30.95631 -0.234  0.104  0.162  0.120
13:45:33.89 +35:36:36.6 sn06cs    2  0.024  0.001 35.197  0.244 SN2006cs           206.39121 +35.61017  1.521  0.098  0.441  0.301
02:04:19.51 -08:43:42.2 sn06ef    3  0.017  0.001 34.841  0.225 SN2006ef           031.08129 -08.72839  0.099  0.080  0.119  0.086
00:38:59.77 -09:00:56.6 sn06ej    4  0.019  0.001 34.974  0.196 SN2006ej           009.74904 -09.01572  0.190  0.078  0.095  0.067
02:25:44.30 +41:56:31.8 sn06em    1  0.018  0.001 35.063  0.247 SN2006em           036.43458 +41.94217  1.463  0.083  0.497  0.237
23:10:05.06 +30:13:24.0 sn06en    4  0.031  0.001 35.930  0.200 SN2006en           347.52108 +30.22333 -0.043  0.063  0.326  0.153
00:42:45.82 -23:33:30.4 sn06et    4  0.021  0.001 35.032  0.217 SN2006et           010.69092 -23.55844 -0.225  0.074  0.474  0.139
03:17:35.80 -01:41:30.2 sn06gj    4  0.028  0.001 35.306  0.181 SN2006gj           049.39917 -01.69172  0.513  0.135  1.112  0.187
22:32:22.67 +30:49:43.3 sn06gr    4  0.034  0.001 36.209  0.153 SN2006gr           338.09446 +30.82869 -0.254  0.036  0.353  0.098
00:56:17.30 -01:37:46.0 sn06gt    2  0.044  0.001 36.796  0.180 SN2006gt           014.07208 -01.62944  0.707  0.151  0.147  0.131
01:09:34.73 +00:42:14.9 sn06hc    2  0.013  0.001 34.230  0.254 SN2006hc           017.39471 +00.70414  1.314  0.063  0.442  0.207
05:02:01.28 -21:07:55.1 sn06hb    2  0.015  0.001 34.212  0.225 SN2006hb           075.50533 -21.13197  0.559  0.089  0.158  0.106
05:17:34.37 -23:46:54.2 sn06is    1  0.031  0.002 35.932  0.153 SN2006is           079.39321 -23.78172 -0.335  0.047  0.029  0.025
03:41:50.48 +08:09:25.0 sn06kf    4  0.021  0.001 34.959  0.193 SN2006kf           055.46033 +08.15694  0.661  0.092  0.070  0.056
05:00:41.99 +62:15:19.0 sn06le    4  0.017  0.001 34.713  0.198 SN2006le           075.17496 +62.25528 -0.232  0.033  0.087  0.081
04:38:29.49 +44:02:01.5 sn06lf    3  0.013  0.001 33.721  0.254 SN2006lf           069.62287 +44.03375  0.263  0.062  0.193  0.153
00:46:38.55 +36:19:57.8 sn06mo    4  0.036  0.001 36.180  0.167 SN2006mo           011.66062 +36.33272  0.667  0.101  0.112  0.099
17:12:00.20 +46:33:20.8 sn06mp    2  0.023  0.001 35.264  0.199 SN2006mp           258.00083 +46.55578 -0.128  0.050  0.303  0.121
06:08:31.24 +64:43:25.1 sn06n     1  0.014  0.001 34.168  0.227 SN2006n            092.13017 +64.72364  0.458  0.066  0.120  0.084
00:56:29.21 -01:13:36.1 sn06nz    4  0.037  0.001 36.044  0.189 SN2006nz           014.12171 -01.22669  1.101  0.117  0.214  0.177
21:23:42.94 -00:50:36.5 sn06oa    4  0.059  0.001 37.344  0.145 SN2006oa           320.92892 -00.84347 -0.202  0.093  0.170  0.091
01:51:48.11 +00:15:48.3 sn06ob    4  0.058  0.001 37.113  0.128 SN2006ob           027.95046 +00.26342  0.658  0.072  0.066  0.052
21:55:58.50 -01:04:13.0 sn06on    4  0.069  0.001 37.467  0.207 SN2006on           328.99375 -01.07028 -0.084  0.170  0.413  0.183
02:55:01.01 +16:00:34.8 sn06os    4  0.032  0.001 35.322  0.207 SN2006os           043.75421 +16.00967 -0.072  0.084  1.436  0.175
08:00:08.37 +56:22:07.7 sn06qo    4  0.030  0.001 35.528  0.173 SN2006qo           120.03487 +56.36881 -0.163  0.041  0.745  0.112
12:45:39.10 +35:05:12.4 sn06S     4  0.033  0.001 36.126  0.152 SN2006s            191.41292 +35.08678 -0.201  0.042  0.317  0.086
00:03:35.02 +23:11:46.2 sn06sr    4  0.023  0.001 35.282  0.192 SN2006sr           000.89592 +23.19617  0.178  0.081  0.236  0.122
01:58:15.76 +36:20:57.7 sn06td    4  0.015  0.001 34.425  0.247 SN2006td           029.56567 +36.34936  0.357  0.102  0.411  0.139
08:11:42.99 +41:33:16.8 sn06te    4  0.032  0.001 36.052  0.152 SN2006te           122.92912 +41.55467 -0.058  0.054  0.097  0.070
17:01:51.95 +79:01:54.6 sn07ae    4  0.064  0.001 37.336  0.137 SN2007ae           255.46646 +79.03183 -0.203  0.060  0.106  0.078
16:12:53.74 -21:37:48.7 sn07ai    4  0.032  0.001 35.964  0.204 SN2007ai           243.22392 -21.63019 -0.335  0.066  0.459  0.217
09:59:18.48 -19:28:25.8 sn07al    2  0.013  0.001 34.153  0.285 SN2007al           149.82700 -19.47383  1.334  0.102  0.651  0.256
15:56:23.06 +16:30:57.9 sn07ap    3  0.016  0.001 34.573  0.222 SN2007ap           239.09608 +16.51608  0.429  0.094  0.040  0.034
07:11:46.11 +49:51:13.4 sn07au    4  0.020  0.001 34.671  0.193 SN2007au           107.94212 +49.85372  1.060  0.059  0.191  0.120
15:16:42.63 +07:23:47.8 sn07ba    2  0.039  0.001 35.910  0.157 SN2007ba           229.17762 +07.39661  1.183  0.102  0.141  0.124
11:19:14.57 +20:48:32.5 sn07bc    4  0.022  0.001 34.916  0.205 SN2007bc           169.81071 +20.80903  0.242  0.076  0.325  0.128
08:31:33.28 -01:11:58.0 sn07bd    4  0.032  0.001 35.837  0.161 SN2007bd           127.88867 -01.19944  0.284  0.084  0.089  0.077
12:56:53.77 +22:22:22.1 sn07bz    3  0.023  0.001 35.830  0.205 SN2007bz           194.22404 +22.37281 -0.079  0.078  0.284  0.141
13:31:05.81 -15:06:06.6 sn07ca    4  0.015  0.001 34.394  0.238 SN2007ca           202.77421 -15.10183 -0.184  0.047  0.923  0.126
11:45:45.85 +19:46:13.9 sn07ci    4  0.019  0.001 34.285  0.210 SN2007ci           176.44104 +19.77053  0.781  0.084  0.397  0.161
18:23:03.60 +29:53:49.6 sn07co    4  0.027  0.001 35.379  0.168 SN2007co           275.76500 +29.89711 -0.052  0.064  0.578  0.113
22:14:40.43 +05:04:48.9 sn07cq    4  0.025  0.001 35.164  0.183 SN2007cq           333.66846 +05.08025  0.047  0.064  0.178  0.109
13:03:15.08 +50:37:07.7 sn07F     4  0.024  0.001 35.440  0.164 SN2007f            195.81283 +50.61881 -0.141  0.040  0.097  0.070
12:49:01.25 -09:27:10.2 sn07N     2  0.014  0.001 34.070  0.266 SN2007n            192.25521 -09.45283  1.385  0.093  1.111  0.203
14:56:05.18 +45:24:16.9 sn07O     4  0.036  0.001 36.225  0.147 SN2007O            224.02158 +45.40469  0.012  0.064  0.080  0.066
23:54:12.98 +27:24:33.4 sn07qe    4  0.023  0.001 35.527  0.169 SN2007qe           358.55408 +27.40928 -0.228  0.037  0.159  0.087
07:46:37.53 +44:47:22.1 sn07R     4  0.031  0.001 35.968  0.155 SN2007R            116.65637 +44.78947  0.204  0.075  0.074  0.056
10:00:31.26 +04:24:26.2 sn07S     3  0.015  0.001 33.843  0.240 SN2007S            150.13025 +04.40728 -0.260  0.036  1.271  0.098
03:17:16.65 +41:22:57.6 sn08L     4  0.019  0.001 34.477  0.245 SN2008L            049.31937 +41.38267  0.297  0.162  0.097  0.079
14:59:28.50 +16:39:12.3 sn08af    3  0.034  0.001 36.095  0.166 SN2008af           224.86875 +16.65342  0.249  0.091  0.092  0.079
12:04:02.90 +20:14:42.6 sn08bf    4  0.026  0.001 35.250  0.160 SN2008bf           181.01208 +20.24517 -0.142  0.053  0.116  0.069
