#Table J_ApJ_700_1097_table1:
#Name: J/ApJ/700/1097/table1
#Title: SALT light curve fit parameters and distances. Constitution set
#---Details of Columns:
#    _RAJ2000 ("h:m:s") (A11)   Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.ra]
#    _DEJ2000 ("d:m:s") (A11)   Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.dec]
#    ID                 (a9)    SN Ia identification (G1) [ucd=meta.id;meta.main]
#    n_ID               (I1)    Number of light fit parameters (i.e. {\bf 1} if this SN was studied only in this table, {\bf 2} if SN also in anotter table, etc [NULL integer written as an empty string] [ucd=meta.number]
#    zCMB               (F6.3)  Redshift in the CMB frame [ucd=src.redshift]
#    e_zCMB             (F6.3)  Uncertainty in zCMB [ucd=stat.error]
#    Bmag (mag)         (F6.3)  Apparent B band magnitude [ucd=phot.mag;em.opt.B]
#    e_Bmag (mag)       (F6.3)  Uncertainty in Bmag (1) [ucd=stat.error;phot.mag;em.opt.B]
#    s                  (F6.3)  SALT light curve stretch parameter [ucd=stat.fit.param]
#    e_s                (F6.3)  Uncertainty in s [ucd=stat.error]
#    c                  (F6.3)  Color parameter [ucd=phot.color.reddFree]
#    e_c                (F6.3)  Uncertainty in c [ucd=stat.error]
#    mu (mag)           (F6.3)  Distance modulus (2) [ucd=phot.mag.distMod]
#    e_mu (mag)         (F6.3)  Uncertainty in mu [ucd=stat.error]
#    SimbadName         (a18)   Designation understandable by the {\bf\fg{FireBrick}Simbad} data-base [ucd=meta.id]
#    _RA (deg)          (F9.5)  Positions from Simbad (right ascension part) [ucd=pos.eq.ra;meta.main]
#    _DE (deg)          (F9.5)  Positions from Simbad (declination part) [ucd=pos.eq.dec;meta.main]
#----------- ----------- --------- - ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------------------ --------- ---------
#                                  n                                                                                                             
#                                  _                                                                                                             
#_RAJ200     _DEJ200               I               Bmag   e_Bmag                             mu     e_mu                                         
RA          DEC         ID        I zCMB   e_zCMB Bmag   e_Bmag s      e_s    c      e_c    mu     e_mu   SimbadName         RA_deg    DEC_deg
02:10:19.51 -04:59:32.3 f011      4  0.539  0.005 23.290  0.092  0.880  0.050  0.030  0.070 42.528  0.213 ESSENCEf011        032.58129 -04.99231
01:08:08.73 +00:27:09.7 f041      4  0.561  0.005 23.090  0.097  1.070  0.070 -0.050  0.070 42.771  0.223 ESSENCEf041        017.03637 +00.45269
01:08:49.81 -00:44:13.5 f076      4  0.410  0.005 22.370  0.110  0.900  0.030  0.090  0.060 41.477  0.194 ESSENCEf076        017.20754 -00.73708
23:24:25.51 -08:45:51.1 f096      1  0.412  0.005 23.060  0.001  1.210  0.100  0.370  0.120 41.827  0.335 ESSENCEf096        351.10629 -08.76419
02:35:41.19 -08:06:29.6 f216      4  0.599  0.005 23.750  0.092  0.710  0.060 -0.070  0.090 43.036  0.261 ESSENCEf216        038.92162 -08.10822
23:30:27.15 -08:35:47.0 f231      4  0.619  0.005 23.450  0.097  1.010  0.070 -0.070  0.070 43.108  0.223 ESSENCEf231        352.61312 -08.59639
01:12:10.03 +00:19:51.3 f235      1  0.422  0.005 22.450  0.001  0.880  0.050 -0.030  0.080 41.843  0.216 ESSENCEf235        018.04179 +00.33092
02:27:47.29 -07:33:46.2 f244      4  0.540  0.005 23.300  0.085  0.940  0.110 -0.020  0.060 42.742  0.224 ESSENCEf244        036.94704 -07.56283
02:29:22.39 -08:37:38.4 f308      1  0.401  0.005 23.070  0.001  0.880  0.140  0.070  0.100 42.205  0.312 ESSENCEf308        037.34329 -08.62733
23:28:27.20 -08:36:55.2 g005      4  0.218  0.005 21.320  0.087  1.170  0.060  0.230  0.050 40.400  0.173 ESSENCEg005        352.11333 -08.61533
23:30:20.12 -09:58:30.7 g050      1  0.633  0.005 23.180  0.110  0.960  0.070  0.090  0.090 42.362  0.272 ESSENCEg050        352.58383 -09.97519
23:26:58.14 -09:37:19.4 g052      1  0.383  0.005 22.330  0.001  0.780  0.030 -0.100  0.080 41.781  0.211 ESSENCEg052        351.74225 -09.62206
01:13:35.84 -00:09:27.6 g055      4  0.302  0.005 23.280  0.001  1.230  0.130  0.570  0.110 41.553  0.327 ESSENCEg055        018.39933 -00.15767
23:27:37.16 -09:35:21.0 g097      4  0.340  0.005 22.270  0.138  1.000  0.030  0.190  0.040 41.242  0.177 ESSENCEg097        351.90483 -09.58917
01:13:28.97 +00:35:16.3 g120      1  0.510  0.005 22.790  0.071  0.960  0.060  0.060  0.080 42.050  0.231 ESSENCEg120        018.37071 +00.58786
02:09:49.63 -04:10:55.1 g133      1  0.421  0.005 23.170  0.001  1.150  0.110  0.300  0.060 42.044  0.207 ESSENCEg133        032.45679 -04.18197
23:28:37.70 -08:45:04.0 g142      1  0.399  0.005 23.460  0.001  0.750  0.090  0.320  0.110 41.786  0.306 ESSENCEg142        352.15708 -08.75111
02:31:19.95 -08:49:21.7 g160      4  0.493  0.005 22.920  0.073  1.060  0.040  0.080  0.070 42.252  0.202 ESSENCEg160        037.83312 -08.82269
23:30:41.83 -08:34:11.0 g240      4  0.687  0.005 23.400  0.117  0.920  0.070 -0.100  0.080 43.024  0.253 ESSENCEg240        352.67429 -08.56972
02:04:27.00 -04:52:46.0 h283      2  0.502  0.005 23.450  0.001  0.650  0.100  0.180  0.160 42.014  0.433 ESSENCEh283        031.11250 -04.87944
02:31:40.67 -08:49:03.3 h300      1  0.687  0.005 23.520  0.153  1.040  0.050  0.020  0.060 42.982  0.227 ESSENCEh300        037.91946 -08.81758
02:08:48.21 -04:26:10.4 h319      4  0.495  0.005 22.900  0.130  1.090  0.080  0.050  0.060 42.347  0.226 ESSENCEh319        032.20087 -04.43622
02:29:48.79 -08:20:45.9 h323      4  0.603  0.005 23.480  0.111  0.920  0.050  0.020  0.080 42.794  0.243 ESSENCEh323        037.45329 -08.34608
02:32:00.14 -08:42:23.8 h342      1  0.421  0.005 22.440  0.001  1.150  0.110 -0.050  0.090 42.220  0.270 ESSENCEh342        038.00058 -08.70661
02:08:38.82 -05:08:11.7 h359      3  0.348  0.005 22.650  0.138  0.950  0.030  0.150  0.040 41.664  0.177 ESSENCEh359        032.16175 -05.13658
02:06:25.01 -04:38:04.0 h363      4  0.213  0.005 22.010  0.001  0.880  0.030  0.360  0.070 40.393  0.186 ESSENCEh363        031.60421 -04.63444
02:29:41.93 -08:43:49.4 h364      4  0.344  0.005 21.710  0.141  0.900  0.020 -0.080  0.040 41.258  0.177 ESSENCEh364        037.42471 -08.73039
23:27:04.38 -08:38:45.1 k396      1  0.271  0.005 21.840  0.057  0.810  0.060  0.150  0.060 40.681  0.182 ESSENCEk396        351.76825 -08.64586
23:26:11.77 -08:50:17.5 k411      4  0.564  0.005 22.890  0.180  0.930  0.160 -0.120  0.100 42.579  0.373 ESSENCEk411        351.54904 -08.83819
01:13:38.17 -00:27:39.0 k425      4  0.274  0.005 21.940  0.029  0.910  0.040  0.150  0.070 40.904  0.190 ESSENCEk425        018.40904 -00.46083
01:13:32.38 +00:37:15.3 k430      4  0.582  0.005 23.810  0.126  0.940  0.060 -0.080  0.080 43.407  0.254 ESSENCEk430        018.38492 +00.62092
02:30:18.04 -08:22:25.0 k441      4  0.680  0.005 23.730  0.104  1.130  0.100  0.160  0.060 42.941  0.224 ESSENCEk441        037.57517 -08.37361
01:08:48.33 +00:00:49.5 k448      3  0.401  0.005 23.340  0.082  0.970  0.060  0.290  0.070 42.016  0.212 ESSENCEk448        017.20137 +00.01375
02:09:33.69 -04:13:04.0 k485      1  0.416  0.005 23.930  0.001  0.920  0.120  0.610  0.110 41.715  0.321 ESSENCEk485        032.39037 -04.21778
01:09:15.01 +00:08:14.8 m027      4  0.286  0.005 22.520  0.001  1.100  0.190  0.240  0.100 41.487  0.350 ESSENCEm027        017.31254 +00.13744
01:09:52.90 +00:36:19.0 m062      3  0.314  0.005 21.990  0.001  0.830  0.130  0.030  0.080 41.166  0.263 ESSENCEm062        017.47042 +00.60528
01:08:56.35 +00:39:25.4 m138      1  0.581  0.005 23.280  0.233  1.200  0.110 -0.340  0.090 43.873  0.357 ESSENCEm138        017.23479 +00.65706
23:24:03.53 -09:23:18.2 m158      4  0.463  0.005 23.090  0.111  1.000  0.050  0.190  0.080 42.062  0.243 ESSENCEm158        351.01471 -09.38839
02:28:52.20 -07:42:09.8 m193      4  0.341  0.005 21.660  0.128  0.980  0.030 -0.070  0.050 41.281  0.186 ESSENCEm193        037.21750 -07.70272
02:06:03.69 -04:39:59.1 m226      1  0.671  0.005 23.640  0.001  1.070  0.150  0.370  0.140 42.233  0.408 ESSENCEm226        031.51537 -04.66642
02:28:09.01 -07:47:49.6 n256      3  0.631  0.005 23.410  0.126  1.070  0.080 -0.060  0.050 43.117  0.206 ESSENCEn256        037.03754 -07.79711
02:06:42.35 -04:22:37.0 n258      1  0.522  0.005 23.290  0.001  0.910  0.050 -0.080  0.110 42.850  0.292 ESSENCEn258        031.67646 -04.37694
02:05:14.95 -04:56:39.1 n263      4  0.368  0.005 22.040  0.138  0.970  0.030 -0.050  0.040 41.597  0.177 ESSENCEn263        031.31229 -04.94419
23:28:17.55 -09:23:12.4 n278      4  0.309  0.005 21.870  0.123  0.890  0.040  0.080  0.050 40.991  0.185 ESSENCEn278        352.07312 -09.38678
23:23:51.35 -08:23:18.5 n285      4  0.528  0.005 23.270  0.001  1.140  0.220  0.110  0.100 42.623  0.376 ESSENCEn285        350.96396 -08.38847
23:29:58.59 -08:53:12.5 n326      4  0.268  0.005 22.110  0.114  0.660  0.020  0.090  0.050 40.920  0.175 ESSENCEn326        352.49412 -08.88681
02:08:32.45 -03:33:34.2 p454      1  0.695  0.005 23.930  0.001  0.710  0.160 -0.020  0.150 43.087  0.436 ESSENCEp454        032.13521 -03.55950
02:11:00.02 -04:09:37.6 p455      3  0.284  0.005 21.660  0.114  0.850  0.020 -0.010  0.050 40.965  0.175 ESSENCEp455        032.75008 -04.16044
02:30:10.16 -08:52:50.8 p524      4  0.508  0.005 22.910  0.152  1.020  0.030  0.040  0.040 42.296  0.188 ESSENCEp524        037.54233 -08.88078
02:07:04.66 -03:28:04.4 p528      4  0.781  0.010 24.120  0.001  0.960  0.160  0.000  0.160 43.535  0.459 ESSENCEp528        031.76942 -03.46789
02:04:56.09 -03:49:03.7 p534      1  0.613  0.005 23.400  0.001  0.630  0.320 -0.080  0.180 42.613  0.612 ESSENCEp534        031.23371 -03.81769
09:09:33.18 +50:16:51.3 sn01G     3  0.017  0.001 14.857  0.140  0.892  0.009 -0.037  0.017 34.285  0.218 SN2001G            137.38825 +50.28092
11:10:29.82 +55:09:39.0 sn01ah    4  0.058  0.001 17.582  0.139  1.098  0.023  0.029  0.011 37.092  0.153 SN2001ah           167.62425 +55.16083
16:34:27.71 +76:01:46.8 sn01az    4  0.041  0.001 16.983  0.140  0.934  0.055  0.004  0.015 36.355  0.175 SN2001az           248.61546 +76.02967
18:01:33.99 +26:15:02.3 sn01bf    4  0.015  0.001 14.730  0.138  1.031  0.006  0.067  0.004 34.059  0.229 SN2001bf           270.39162 +26.25064
17:11:02.58 +05:50:26.8 sn01cp    4  0.022  0.001 15.425  0.139  1.141  0.000 -0.148  0.012 35.447  0.190 SN2001cp           257.76075 +05.84078
23:53:32.78 +08:07:02.6 sn01da    4  0.016  0.001 15.346  0.138  0.908  0.001  0.098  0.011 34.443  0.224 SN2001da           358.38658 +08.11739
01:38:12.10 +41:39:18.8 sn01eh    4  0.036  0.001 16.568  0.138  1.188  0.010  0.033  0.005 36.180  0.160 SN2001eh           024.55042 +41.65522
10:15:42.31 +55:40:06.7 sn02bf    4  0.025  0.001 16.584  0.138  0.731  0.005  0.272  0.008 35.010  0.180 SN2002bf           153.92629 +55.66853
15:47:00.75 -00:59:25.5 sn02ck    4  0.030  0.001 16.305  0.140  0.974  0.006  0.029  0.007 35.661  0.170 SN2002ck           236.75312 -00.99042
16:16:30.38 +35:42:30.2 sn02de    4  0.028  0.001 16.651  0.138  1.015  0.023  0.177  0.007 35.675  0.174 SN2002de           244.12658 +35.70839
19:56:12.88 +40:26:10.8 sn02do    4  0.015  0.001 15.576  0.139  0.615  0.006  0.096  0.007 34.315  0.230 SN2002do           299.05367 +40.43633
13:07:55.26 +34:05:06.5 sn02G     4  0.035  0.001 17.520  0.144  0.801  0.032  0.255  0.022 36.077  0.180 SN2002G            196.98025 +34.08514
08:54:04.69 -07:10:59.8 sn02hd    4  0.036  0.001 16.586  0.142  0.860  0.019  0.047  0.011 35.757  0.167 SN2002hd           133.51954 -07.18328
08:19:58.83 +62:49:13.2 sn02he    4  0.025  0.001 16.230  0.139  0.778  0.008  0.042  0.007 35.311  0.181 SN2002he           124.99512 +62.82033
02:18:20.06 +37:27:58.8 sn02hu    4  0.038  0.001 16.607  0.138  1.009  0.007 -0.026  0.004 36.150  0.158 SN2002hu           034.58358 +37.46633
00:06:49.06 +08:37:48.5 sn02hw    4  0.016  0.001 16.626  0.139  0.748  0.009  0.459  0.008 34.590  0.221 SN2002hw           001.70442 +08.63014
01:21:16.27 +40:29:55.3 sn02jy    4  0.020  0.001 15.743  0.138  1.080  0.009  0.053  0.005 35.169  0.197 SN2002jy           020.31779 +40.49869
06:37:15.31 +49:51:10.2 sn02kf    4  0.019  0.001 15.659  0.138  0.868  0.005  0.019  0.005 34.912  0.200 SN2002kf           099.31379 +49.85283
17:22:45.66 +62:09:50.4 sn03U     4  0.028  0.001 16.481  0.138  0.762  0.008  0.072  0.007 35.463  0.173 SN2003U            260.69025 +62.16400
09:46:49.48 +16:02:37.6 sn03W     4  0.021  0.001 15.865  0.138  0.932  0.001  0.189  0.004 34.757  0.192 SN2003W            146.70617 +16.04378
07:17:57.92 +09:41:34.9 sn03ch    4  0.030  0.001 16.656  0.138  0.807  0.010  0.022  0.006 35.826  0.169 SN2003ch           109.49133 +09.69303
11:56:14.17 +60:31:19.1 sn03cq    4  0.034  0.001 17.208  0.140  0.898  0.011  0.202  0.016 36.024  0.169 SN2003cq           179.05904 +60.52197
17:44:07.72 +40:52:51.6 sn03fa    4  0.039  0.001 16.643  0.138  1.067  0.006 -0.008  0.004 36.212  0.157 SN2003fa           266.03217 +40.88100
00:41:50.23 -09:18:19.0 sn03ic    4  0.054  0.001 17.640  0.139  0.738  0.023  0.036  0.015 36.685  0.157 SN2003ic           010.45929 -09.30528
00:05:48.47 +27:27:09.6 sn03it    4  0.024  0.001 16.351  0.139  0.817  0.013  0.089  0.012 35.358  0.185 SN2003it           001.45196 +27.45267
02:50:07.25 +12:50:46.5 sn03iv    4  0.034  0.001 16.951  0.138  0.715  0.016 -0.016  0.009 36.104  0.165 SN2003iv           042.53021 +12.84625
11:25:39.18 +22:49:49.4 sn04as    4  0.032  0.001 16.977  0.138  0.970  0.011  0.148  0.008 36.021  0.166 SN2004as           171.41325 +22.83039
11:21:01.53 +21:20:23.4 sn04bg    4  0.022  0.001 15.618  0.141  1.038  0.011  0.015  0.012 35.091  0.193 SN2004bg           170.25637 +21.33983
10:27:04.11 +16:01:07.3 sn04L     4  0.033  0.001 17.307  0.142  0.890  0.018  0.216  0.016 36.074  0.172 SN2004L            156.76712 +16.01869
03:08:49.31 -07:01:59.7 sn05eq    4  0.028  0.001 16.268  0.138  1.119  0.005  0.059  0.004 35.726  0.171 SN2005eq           047.20546 -07.03325
02:27:43.30 +28:10:37.8 sn05eu    4  0.034  0.001 16.281  0.138  1.008  0.018 -0.129  0.004 36.088  0.163 SN2005eu           036.93042 +28.17717
01:56:47.94 -00:12:49.1 sn05hc    4  0.045  0.001 17.373  0.138  0.977  0.007  0.068  0.005 36.634  0.153 SN2005hc           029.19975 -00.21364
01:26:48.40 -01:14:17.2 sn05hj    4  0.057  0.001 17.654  0.143  1.156  0.043  0.028  0.010 37.240  0.162 SN2005hj           021.70167 -01.23811
23:58:32.50 -18:42:33.0 sn05iq    4  0.033  0.001 16.775  0.138  0.833  0.009 -0.051  0.008 36.166  0.165 SN2005iq           359.63542 -18.70917
01:16:43.80 +00:47:40.7 sn05ir    4  0.075  0.001 18.411  0.139  1.281  0.065  0.044  0.018 38.109  0.172 SN2005ir           019.18250 +00.79464
10:40:28.22 +09:12:08.4 sn05ki    4  0.021  0.001 15.566  0.138  0.794  0.004 -0.034  0.006 34.864  0.194 SN2005ki           160.11758 +09.20233
02:54:15.97 +42:43:29.8 sn05ls    4  0.021  0.001 16.213  0.138  1.076  0.009  0.357  0.005 34.846  0.195 SN2005ls           043.56654 +42.72494
02:10:49.76 +34:58:58.2 sn05lz    4  0.040  0.001 17.596  0.138  0.807  0.009  0.150  0.006 36.432  0.157 SN2005lz           032.70733 +34.98283
08:27:06.36 +21:38:45.6 sn05mc    4  0.026  0.001 17.184  0.138  0.622  0.006  0.256  0.005 35.518  0.176 SN2005mc           126.77650 +21.64600
08:49:14.34 +36:07:47.9 sn05ms    4  0.026  0.001 16.185  0.138  0.994  0.005  0.059  0.003 35.489  0.176 SN2005ms           132.30975 +36.12997
03:19:49.88 +41:30:18.6 sn05mz    3  0.017  0.001 16.368  0.138  0.574  0.002  0.262  0.005 34.628  0.215 SN2005mz           049.95783 +41.50517
07:01:36.62 +14:07:59.7 sn05na    4  0.027  0.001 16.059  0.138  0.920  0.001  0.003  0.005 35.417  0.174 SN2005na           105.40258 +14.13325
12:41:44.86 +35:04:07.1 sn06ac    4  0.024  0.001 16.147  0.138  0.869  0.005  0.092  0.004 35.210  0.183 SN2006ac           190.43692 +35.06864
10:39:28.26 +05:11:00.3 sn06al    4  0.069  0.001 18.379  0.138  0.775  0.003 -0.049  0.012 37.691  0.148 SN2006al           159.86775 +05.18342
12:14:38.68 +12:13:46.9 sn06an    4  0.065  0.001 18.115  0.141  0.970  0.021  0.055  0.011 37.400  0.152 SN2006an           183.66117 +12.22969
10:37:30.75 +65:00:58.1 sn06ar    4  0.023  0.001 16.442  0.138  0.835  0.009  0.153  0.006 35.305  0.186 SN2006ar           159.37812 +65.01614
11:24:03.46 -12:17:29.2 sn06ax    4  0.018  0.001 15.054  0.138  0.969  0.003 -0.017  0.003 34.524  0.208 SN2006ax           171.01442 -12.29144
12:12:14.68 +56:10:45.8 sn06az    4  0.032  0.001 16.441  0.138  0.818  0.003 -0.049  0.003 35.806  0.165 SN2006az           183.06117 +56.17939
18:39:58.88 +39:58:56.8 sn06bq    4  0.021  0.001 16.273  0.138  0.773  0.011  0.156  0.001 35.053  0.191 SN2006bq           279.99533 +39.98244
15:56:30.53 +20:02:45.6 sn06bt    4  0.033  0.001 16.915  0.138  0.990  0.007  0.149  0.004 35.981  0.164 SN2006bt           239.12721 +20.04600
13:52:47.81 +05:18:49.4 sn06bu    4  0.084  0.001 18.086  0.160  1.400  0.044 -0.037  0.031 38.143  0.190 SN2006bu           208.19921 +05.31372
13:00:43.38 +27:57:41.8 sn06bz    3  0.028  0.001 18.244  0.138  0.496  0.005  0.559  0.009 35.638  0.174 SN2006bz           195.18075 +27.96161
16:09:56.44 +43:07:35.0 sn06cc    4  0.033  0.001 17.766  0.138  0.946  0.005  0.369  0.004 36.209  0.163 SN2006cc           242.48517 +43.12639
10:54:02.58 +46:01:36.3 sn06cf    4  0.042  0.001 17.082  0.138  0.887  0.001 -0.011  0.007 36.436  0.155 SN2006cf           163.51075 +46.02675
12:59:24.42 +28:20:51.7 sn06cj    4  0.068  0.001 18.145  0.138  1.105  0.053 -0.017  0.010 37.784  0.161 SN2006cj           194.85175 +28.34769
12:19:14.89 +22:25:38.2 sn06cp    4  0.023  0.001 15.977  0.138  0.941  0.005  0.151  0.005 34.977  0.184 SN2006cp           184.81204 +22.42728
13:24:25.10 +30:57:22.7 sn06cq    4  0.049  0.001 17.541  0.138  0.990  0.043  0.033  0.009 36.907  0.161 SN2006cq           201.10458 +30.95631
00:38:59.77 -09:00:56.6 sn06ej    4  0.019  0.001 15.706  0.138  0.819  0.006 -0.006  0.007 34.962  0.202 SN2006ej           009.74904 -09.01572
23:10:05.06 +30:13:24.0 sn06en    4  0.031  0.001 16.791  0.138  0.911  0.013  0.074  0.000 35.953  0.167 SN2006en           347.52108 +30.22333
00:42:45.82 -23:33:30.4 sn06et    4  0.021  0.001 15.937  0.139  1.106  0.014  0.156  0.010 35.128  0.193 SN2006et           010.69092 -23.55844
03:17:35.80 -01:41:30.2 sn06gj    4  0.028  0.001 17.600  0.139  0.680  0.011  0.316  0.011 35.849  0.175 SN2006gj           049.39917 -01.69172
22:32:22.67 +30:49:43.3 sn06gr    4  0.034  0.001 16.933  0.138  0.991  0.005  0.140  0.004 36.023  0.162 SN2006gr           338.09446 +30.82869
03:41:50.48 +08:09:25.0 sn06kf    4  0.021  0.001 15.767  0.138  0.687  0.006 -0.061  0.007 35.001  0.194 SN2006kf           055.46033 +08.15694
05:00:41.99 +62:15:19.0 sn06le    4  0.017  0.001 14.757  0.138  1.021  0.003 -0.039  0.003 34.348  0.212 SN2006le           075.17496 +62.25528
00:46:38.55 +36:19:57.8 sn06mo    4  0.036  0.001 17.357  0.138  0.696  0.000  0.053  0.008 36.306  0.160 SN2006mo           011.66062 +36.33272
00:56:29.21 -01:13:36.1 sn06nz    4  0.037  0.001 18.032  0.139  0.596  0.001  0.281  0.013 36.267  0.162 SN2006nz           014.12171 -01.22669
21:23:42.94 -00:50:36.5 sn06oa    4  0.059  0.001 17.819  0.138  0.924  0.013  0.064  0.007 37.025  0.148 SN2006oa           320.92892 -00.84347
01:51:48.11 +00:15:48.3 sn06ob    4  0.058  0.001 18.185  0.138  0.699  0.011  0.050  0.007 37.146  0.149 SN2006ob           027.95046 +00.26342
21:55:58.50 -01:04:13.0 sn06on    4  0.069  0.001 18.398  0.141  1.056  0.014  0.132  0.027 37.591  0.163 SN2006on           328.99375 -01.07028
02:55:01.01 +16:00:34.8 sn06os    4  0.032  0.001 17.636  0.139  0.892  0.018  0.433  0.013 35.844  0.169 SN2006os           043.75421 +16.00967
08:00:08.37 +56:22:07.7 sn06qo    4  0.030  0.001 16.790  0.138  0.984  0.005  0.188  0.006 35.746  0.168 SN2006qo           120.03487 +56.36881
12:45:39.10 +35:05:12.4 sn06S     4  0.033  0.001 16.831  0.138  1.035  0.020  0.117  0.001 36.036  0.165 SN2006S            191.41292 +35.08678
00:03:35.02 +23:11:46.2 sn06sr    4  0.023  0.001 16.118  0.138  0.835  0.009  0.041  0.006 35.272  0.185 SN2006sr           000.89592 +23.19617
01:58:15.76 +36:20:57.7 sn06td    4  0.015  0.001 15.718  0.138  0.776  0.006  0.142  0.005 34.535  0.231 SN2006td           029.56567 +36.34936
08:11:42.99 +41:33:16.8 sn06te    4  0.032  0.001 16.502  0.138  0.916  0.004 -0.052  0.009 35.996  0.166 SN2006te           122.92912 +41.55467
17:01:51.95 +79:01:54.6 sn07ae    4  0.064  0.001 17.657  0.147  1.105  0.023  0.007  0.018 37.233  0.162 SN2007ae           255.46646 +79.03183
16:12:53.74 -21:37:48.7 sn07ai    4  0.032  0.001 16.856  0.139  1.099  0.001  0.168  0.011 36.008  0.167 SN2007ai           243.22392 -21.63019
07:11:46.11 +49:51:13.4 sn07au    4  0.020  0.001 16.474  0.138  0.630  0.003  0.217  0.005 34.916  0.197 SN2007au           107.94212 +49.85372
11:19:14.57 +20:48:32.5 sn07bc    4  0.022  0.001 15.870  0.138  0.814  0.007  0.039  0.008 35.003  0.190 SN2007bc           169.81071 +20.80903
08:31:33.28 -01:11:58.0 sn07bd    4  0.032  0.001 16.520  0.138  0.791  0.003 -0.004  0.004 35.736  0.164 SN2007bd           127.88867 -01.19944
13:31:05.81 -15:06:06.6 sn07ca    4  0.015  0.001 15.907  0.138  0.986  0.005  0.258  0.005 34.687  0.229 SN2007ca           202.77421 -15.10183
11:45:45.85 +19:46:13.9 sn07ci    4  0.019  0.001 15.886  0.138  0.693  0.003  0.121  0.005 34.656  0.202 SN2007ci           176.44104 +19.77053
18:23:03.60 +29:53:49.6 sn07co    4  0.027  0.001 16.521  0.138  0.920  0.003  0.182  0.003 35.415  0.174 SN2007co           275.76500 +29.89711
22:14:40.43 +05:04:48.9 sn07cq    4  0.025  0.001 15.786  0.138  0.883  0.009  0.006  0.005 35.090  0.180 SN2007cq           333.66846 +05.08025
13:03:15.08 +50:37:07.7 sn07F     4  0.024  0.001 15.864  0.138  1.014  0.003 -0.009  0.004 35.370  0.181 SN2007F            195.81283 +50.61881
14:56:05.18 +45:24:16.9 sn07O     4  0.036  0.001 16.676  0.138  0.914  0.001 -0.052  0.008 36.170  0.162 SN2007O            224.02158 +45.40469
23:54:12.98 +27:24:33.4 sn07qe    4  0.023  0.001 16.026  0.138  1.002  0.003  0.084  0.003 35.275  0.180 SN2007qe           358.55408 +27.40928
07:46:37.53 +44:47:22.1 sn07R     4  0.031  0.001 16.559  0.141  0.820  0.009 -0.111  0.015 36.087  0.175 SN2007R            116.65637 +44.78947
03:17:16.65 +41:22:57.6 sn08L     4  0.019  0.001 15.071  0.138  0.775  0.009 -0.077  0.004 34.457  0.204 SN2008L            049.31937 +41.38267
12:04:02.90 +20:14:42.6 sn08bf    4  0.026  0.001 15.716  0.138  1.038  0.006  0.019  0.005 35.177  0.178 SN2008bf           181.01208 +20.24517
