#Table J_ApJ_700_1097_table2:
#Name: J/ApJ/700/1097/table2
#Title: SALT2 light curve fit parameters and distances
#---Details of Columns:
#    _RAJ2000 ("h:m:s") (A11)   Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.ra]
#    _DEJ2000 ("d:m:s") (A11)   Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data) [ucd=pos.eq.dec]
#    ID                 (a9)    SN Ia identification (G1) [ucd=meta.id;meta.main]
#    n_ID               (I1)    Number of light fit parameters (i.e. {\bf 1} if this SN was studied only in this table, {\bf 2} if SN also in anotter table, etc [NULL integer written as an empty string] [ucd=meta.number]
#    zCMB               (F6.3)  Redshift in the CMB frame [ucd=src.redshift]
#    e_zCMB             (F6.3)  Uncertainty in zCMB [ucd=stat.error]
#    Bmag (mag)         (F6.3)  Apparent B band magnitude [ucd=phot.mag;em.opt.B]
#    e_Bmag (mag)       (F6.3)  Uncertainty in Bmag [ucd=stat.error;phot.mag;em.opt.B]
#    c                  (F6.3)  Color parameter [ucd=phot.color.reddFree]
#    e_c                (F6.3)  Uncertainty in c [ucd=stat.error]
#    mu (mag)           (F6.3)  Distance modulus (1) [ucd=phot.mag.distMod]
#    e_mu (mag)         (F6.3)  Uncertainty in mu [ucd=stat.error]
#    SimbadName         (a18)   Designation understandable by the {\bf\fg{FireBrick}Simbad} data-base [ucd=meta.id]
#    _RA (deg)          (F9.5)  Positions from Simbad (right ascension part) [ucd=pos.eq.ra;meta.main]
#    _DE (deg)          (F9.5)  Positions from Simbad (declination part) [ucd=pos.eq.dec;meta.main]
#    x1                 (F6.3)  SALT2 light curve stretch parameter [ucd=stat.fit.param]
#    e_x1               (F6.3)  Uncertainty in x1 [ucd=stat.error]
#----------- ----------- --------- - ------ ------ ------ ------ ------ ------ ------ ------ ------------------ --------- --------- ------ ------
#                                  n                                                                                                             
#                                  _                                                                                                             
#_RAJ200     _DEJ200               I               Bmag   e_Bmag               mu     e_mu                                                       
RA          DEC         ID        I zCMB   e_zCMB Bmag   e_Bmag c      e_c    mu     e_mu   SimbadName         RA_deg    DEC_deg   x1     e_x1  
11:56:14.17 +60:31:19.1 sn03cq    4  0.034  0.001 17.208  0.047  0.227  0.041 35.985  0.213 SN2003cq           179.05904 +60.52197 -0.985  0.239
17:44:07.72 +40:52:51.6 sn03fa    4  0.039  0.001 16.642  0.016 -0.005  0.013 36.215  0.178 SN2003fa           266.03217 +40.88100  1.128  0.134
19:11:31.40 +77:53:35.2 sn03hu    3  0.075  0.001 18.403  0.103  0.166  0.036 37.525  0.217 SN2003hu           287.88083 +77.89311  0.872  0.420
00:41:50.23 -09:18:19.0 sn03ic    4  0.054  0.001 17.630  0.026  0.018  0.027 36.769  0.184 SN2003ic           010.45929 -09.30528 -2.497  0.319
00:05:48.47 +27:27:09.6 sn03it    4  0.024  0.001 16.334  0.025  0.086  0.027 35.383  0.212 SN2003it           001.45196 +27.45267 -1.738  0.341
02:50:07.25 +12:50:46.5 sn03iv    4  0.034  0.001 16.956  0.024 -0.024  0.025 36.204  0.198 SN2003iv           042.53021 +12.84625 -2.422  0.468
11:25:39.18 +22:49:49.4 sn04as    4  0.032  0.001 16.948  0.015  0.134  0.015 36.044  0.186 SN2004as           171.41325 +22.83039 -0.137  0.166
11:21:01.53 +21:20:23.4 sn04bg    4  0.022  0.001 15.528  0.050 -0.001  0.026 35.015  0.220 SN2004bg           170.25637 +21.33983  0.403  0.172
10:27:04.11 +16:01:07.3 sn04L     4  0.033  0.001 17.377  0.034  0.285  0.025 35.993  0.196 SN2004L            156.76712 +16.01869 -1.147  0.306
13:41:04.45 +67:40:20.3 sn05dv    3  0.011  0.001 16.280  0.030  0.789  0.020 33.842  0.333 SN2005dv           205.26854 +67.67231  0.696  1.226
05:11:48.72 +05:11:39.4 sn05el    3  0.015  0.001 14.804  0.013 -0.065  0.013 34.225  0.248 SN2005el           077.95300 +05.19428 -1.747  0.077
03:08:49.31 -07:01:59.7 sn05eq    4  0.028  0.001 16.223  0.012  0.034  0.010 35.668  0.189 SN2005eq           047.20546 -07.03325  0.820  0.093
02:27:43.30 +28:10:37.8 sn05eu    4  0.034  0.001 16.361  0.024 -0.064  0.021 36.034  0.188 SN2005eu           036.93042 +28.17717  0.686  0.122
01:56:47.94 -00:12:49.1 sn05hc    4  0.045  0.001 17.311  0.010  0.008  0.009 36.731  0.173 SN2005hc           029.19975 -00.21364 -0.022  0.140
01:27:05.97 +19:07:00.5 sn05hf    3  0.042  0.001 17.232  0.042 -0.051  0.033 36.552  0.196 SN2005hf           021.77487 +19.11681 -2.382  0.264
01:26:48.40 -01:14:17.2 sn05hj    4  0.057  0.001 17.661  0.027 -0.019  0.018 37.328  0.177 SN2005hj           021.70167 -01.23811  1.707  0.337
23:58:32.50 -18:42:33.0 sn05iq    4  0.033  0.001 16.787  0.015 -0.041  0.014 36.169  0.185 SN2005iq           359.63542 -18.70917 -1.556  0.187
01:16:43.80 +00:47:40.7 sn05ir    4  0.075  0.001 18.329  0.029 -0.069  0.030 38.252  0.190 SN2005ir           019.18250 +00.79464  2.979  0.540
22:34:07.34 +05:34:06.3 sn05kc    3  0.014  0.001 15.616  0.012  0.320  0.012 34.187  0.257 SN2005kc           338.53058 +05.56842 -0.747  0.100
10:40:28.22 +09:12:08.4 sn05ki    4  0.021  0.001 15.546  0.021 -0.058  0.018 34.914  0.214 SN2005ki           160.11758 +09.20233 -2.077  0.148
02:54:15.97 +42:43:29.8 sn05ls    4  0.021  0.001 16.151  0.018  0.372  0.013 34.732  0.213 SN2005ls           043.56654 +42.72494  0.574  0.191
02:10:49.76 +34:58:58.2 sn05lz    4  0.040  0.001 17.590  0.015  0.127  0.015 36.567  0.179 SN2005lz           032.70733 +34.98283 -1.461  0.188
08:27:06.36 +21:38:45.6 sn05mc    4  0.026  0.001 17.236  0.018  0.309  0.017 35.597  0.199 SN2005mc           126.77650 +21.64600 -3.041  0.242
08:49:14.34 +36:07:47.9 sn05ms    4  0.026  0.001 16.107  0.011  0.012  0.010 35.514  0.194 SN2005ms           132.30975 +36.12997 -0.052  0.091
07:01:36.62 +14:07:59.7 sn05na    4  0.027  0.001 16.099  0.016  0.012  0.014 35.436  0.194 SN2005na           105.40258 +14.13325 -0.730  0.101
12:41:44.86 +35:04:07.1 sn06ac    4  0.024  0.001 16.164  0.012  0.126  0.011 35.193  0.201 SN2006ac           190.43692 +35.06864 -0.968  0.098
11:09:32.83 +28:37:50.3 sn06ak    3  0.039  0.001 17.173  0.074  0.047  0.045 36.328  0.221 SN2006ak           167.38679 +28.63064 -1.652  0.225
10:39:28.26 +05:11:00.3 sn06al    4  0.069  0.001 18.395  0.027 -0.012  0.025 37.630  0.180 SN2006al           159.86775 +05.18342 -2.277  0.327
12:14:38.68 +12:13:46.9 sn06an    4  0.065  0.001 18.034  0.033  0.026  0.016 37.430  0.173 SN2006an           183.66117 +12.22969  0.186  0.209
10:37:30.75 +65:00:58.1 sn06ar    4  0.023  0.001 16.450  0.013  0.177  0.014 35.367  0.206 SN2006ar           159.37812 +65.01614 -0.828  0.294
11:24:03.46 -12:17:29.2 sn06ax    4  0.018  0.001 15.006  0.008 -0.039  0.008 34.541  0.223 SN2006ax           171.01442 -12.29144 -0.052  0.057
12:12:14.68 +56:10:45.8 sn06az    4  0.032  0.001 16.436  0.012 -0.052  0.011 35.824  0.184 SN2006az           183.06117 +56.17939 -1.758  0.090
18:39:58.88 +39:58:56.8 sn06bq    4  0.021  0.001 16.218  0.014  0.162  0.012 35.062  0.208 SN2006bq           279.99533 +39.98244 -1.900  0.115
15:56:30.53 +20:02:45.6 sn06bt    4  0.033  0.001 16.896  0.008  0.162  0.008 35.944  0.182 SN2006bt           239.12721 +20.04600  0.069  0.104
13:52:47.81 +05:18:49.4 sn06bu    4  0.084  0.001 18.133  0.090 -0.126  0.042 38.131  0.229 SN2006bu           208.19921 +05.31372  2.347  0.816
14:33:56.73 +03:47:55.8 sn06bw    3  0.031  0.001 17.476  0.052  0.369  0.029 35.778  0.206 SN2006bw           218.48637 +03.79883 -2.173  0.272
16:09:56.44 +43:07:35.0 sn06cc    4  0.033  0.001 17.766  0.008  0.401  0.008 36.225  0.182 SN2006cc           242.48517 +43.12639  0.092  0.084
10:54:02.58 +46:01:36.3 sn06cf    4  0.042  0.001 17.091  0.040 -0.020  0.028 36.462  0.195 SN2006cf           163.51075 +46.02675 -1.166  0.415
13:05:02.32 +28:44:24.0 sn06cg    3  0.029  0.001 16.448  0.092  0.191  0.058 35.170  0.260 SN2006cg           196.25967 +28.74000 -2.379  0.576
12:59:24.42 +28:20:51.7 sn06cj    4  0.068  0.001 18.087  0.027 -0.075  0.017 37.868  0.182 SN2006cj           194.85175 +28.34769  1.475  0.590
12:19:14.89 +22:25:38.2 sn06cp    4  0.023  0.001 15.973  0.015  0.153  0.013 35.028  0.202 SN2006cp           184.81204 +22.42728 -0.072  0.100
13:24:25.10 +30:57:22.7 sn06cq    4  0.049  0.001 17.536  0.013  0.035  0.014 36.890  0.179 SN2006cq           201.10458 +30.95631 -0.009  0.476
02:04:19.51 -08:43:42.2 sn06ef    3  0.017  0.001 15.573  0.036  0.038  0.029 34.785  0.243 SN2006ef           031.08129 -08.72839 -1.306  0.218
00:38:59.77 -09:00:56.6 sn06ej    4  0.019  0.001 15.747  0.034  0.048  0.026 34.910  0.227 SN2006ej           009.74904 -09.01572 -1.552  0.162
23:10:05.06 +30:13:24.0 sn06en    4  0.031  0.001 16.761  0.036  0.082  0.020 35.914  0.193 SN2006en           347.52108 +30.22333 -0.824  0.143
00:42:45.82 -23:33:30.4 sn06et    4  0.021  0.001 15.942  0.025  0.201  0.020 34.951  0.214 SN2006et           010.69092 -23.55844  0.626  0.226
03:17:35.80 -01:41:30.2 sn06gj    4  0.028  0.001 17.651  0.030  0.408  0.022 35.858  0.200 SN2006gj           049.39917 -01.69172 -2.171  0.275
22:32:22.67 +30:49:43.3 sn06gr    4  0.034  0.001 16.909  0.010  0.113  0.009 36.115  0.181 SN2006gr           338.09446 +30.82869  0.405  0.093
03:41:50.48 +08:09:25.0 sn06kf    4  0.021  0.001 15.806  0.026 -0.031  0.025 35.028  0.219 SN2006kf           055.46033 +08.15694 -2.860  0.208
05:00:41.99 +62:15:19.0 sn06le    4  0.017  0.001 14.802  0.012 -0.054  0.011 34.528  0.228 SN2006le           075.17496 +62.25528  1.452  0.091
04:38:29.49 +44:02:01.5 sn06lf    3  0.013  0.001 13.629  0.021 -0.208  0.019 33.385  0.270 SN2006lf           069.62287 +44.03375 -1.938  0.119
00:46:38.55 +36:19:57.8 sn06mo    4  0.036  0.001 17.404  0.041  0.101  0.033 36.320  0.200 SN2006mo           011.66062 +36.33272 -2.658  0.250
06:08:31.24 +64:43:25.1 sn06N     2  0.014  0.001 15.130  0.016  0.010  0.014 34.294  0.253 SN2006N            092.13017 +64.72364 -2.439  0.122
00:56:29.21 -01:13:36.1 sn06nz    4  0.037  0.001 18.096  0.036  0.305  0.032 36.421  0.220 SN2006nz           014.12171 -01.22669 -3.484  0.971
21:23:42.94 -00:50:36.5 sn06oa    4  0.059  0.001 17.830  0.017  0.038  0.012 37.257  0.171 SN2006oa           320.92892 -00.84347  0.756  0.283
01:51:48.11 +00:15:48.3 sn06ob    4  0.058  0.001 18.202  0.016  0.043  0.017 37.243  0.174 SN2006ob           027.95046 +00.26342 -2.841  0.242
21:55:58.50 -01:04:13.0 sn06on    4  0.069  0.001 18.366  0.039  0.104  0.036 37.595  0.198 SN2006on           328.99375 -01.07028  0.427  0.536
02:55:01.01 +16:00:34.8 sn06os    4  0.032  0.001 17.613  0.022  0.480  0.019 35.773  0.190 SN2006os           043.75421 +16.00967 -0.917  0.235
08:00:08.37 +56:22:07.7 sn06qo    4  0.030  0.001 16.792  0.014  0.220  0.012 35.712  0.187 SN2006qo           120.03487 +56.36881  0.199  0.089
12:45:39.10 +35:05:12.4 sn06S     4  0.033  0.001 16.804  0.010  0.098  0.010 36.062  0.182 SN2006S            191.41292 +35.08678  0.547  0.103
00:03:35.02 +23:11:46.2 sn06sr    4  0.023  0.001 16.120  0.015  0.061  0.013 35.241  0.204 SN2006sr           000.89592 +23.19617 -1.628  0.209
01:58:15.76 +36:20:57.7 sn06td    4  0.015  0.001 15.714  0.018  0.170  0.018 34.556  0.249 SN2006td           029.56567 +36.34936 -1.719  0.201
08:11:42.99 +41:33:16.8 sn06te    4  0.032  0.001 16.576  0.012 -0.017  0.012 35.986  0.184 SN2006te           122.92912 +41.55467 -0.701  0.093
17:01:51.95 +79:01:54.6 sn07ae    4  0.064  0.001 17.736  0.042  0.020  0.022 37.238  0.182 SN2007ae           255.46646 +79.03183  1.050  0.351
16:12:53.74 -21:37:48.7 sn07ai    4  0.032  0.001 16.871  0.023  0.213  0.023 35.912  0.195 SN2007ai           243.22392 -21.63019  1.205  0.395
15:56:23.06 +16:30:57.9 sn07ap    3  0.016  0.001 15.586  0.037  0.056  0.030 34.683  0.248 SN2007ap           239.09608 +16.51608 -1.981  0.140
07:11:46.11 +49:51:13.4 sn07au    4  0.020  0.001 16.616  0.035  0.329  0.030 34.888  0.227 SN2007au           107.94212 +49.85372 -3.419  0.272
11:19:14.57 +20:48:32.5 sn07bc    4  0.022  0.001 15.854  0.019  0.032  0.018 35.043  0.210 SN2007bc           169.81071 +20.80903 -1.669  0.160
08:31:33.28 -01:11:58.0 sn07bd    4  0.032  0.001 16.539  0.015 -0.002  0.016 35.798  0.187 SN2007bd           127.88867 -01.19944 -1.818  0.153
12:56:53.77 +22:22:22.1 sn07bz    3  0.023  0.001 16.611  0.029  0.162  0.022 35.777  0.212 SN2007bz           194.22404 +22.37281  1.199  0.212
13:31:05.81 -15:06:06.6 sn07ca    4  0.015  0.001 15.910  0.012  0.298  0.012 34.636  0.244 SN2007ca           202.77421 -15.10183  0.211  0.112
13:25:33.58 -24:39:08.1 sn07cg    2  0.034  0.001 18.155  0.062  0.671  0.029 35.845  0.207 SN2007cg           201.38992 -24.65225 -0.868  0.453
11:45:45.85 +19:46:13.9 sn07ci    4  0.019  0.001 15.910  0.032  0.134  0.028 34.691  0.230 SN2007ci           176.44104 +19.77053 -3.182  0.247
18:23:03.60 +29:53:49.6 sn07co    4  0.027  0.001 16.456  0.007  0.150  0.007 35.477  0.192 SN2007co           275.76500 +29.89711 -0.468  0.088
22:14:40.43 +05:04:48.9 sn07cq    4  0.025  0.001 15.799  0.011  0.034  0.010 35.086  0.198 SN2007cq           333.66846 +05.08025 -0.692  0.163
13:03:15.08 +50:37:07.7 sn07F     4  0.024  0.001 15.853  0.009 -0.008  0.009 35.351  0.198 SN2007F            195.81283 +50.61881  0.339  0.067
08:35:01.98 -08:20:15.3 sn07H     1  0.044  0.001 18.240  0.126  0.370  0.063 36.740  0.265 SN2007H            128.75825 -08.33758 -0.248  0.260
14:56:05.18 +45:24:16.9 sn07O     4  0.036  0.001 16.815  0.009  0.029  0.013 36.071  0.181 SN2007O            224.02158 +45.40469 -1.093  0.111
23:54:12.98 +27:24:33.4 sn07qe    4  0.023  0.001 16.019  0.009  0.098  0.009 35.268  0.197 SN2007qe           358.55408 +27.40928  0.482  0.070
07:46:37.53 +44:47:22.1 sn07R     4  0.031  0.001 16.629  0.043 -0.061  0.025 36.032  0.201 SN2007R            116.65637 +44.78947 -1.825  0.166
10:00:31.26 +04:24:26.2 sn07S     3  0.015  0.001 15.810  0.010  0.473  0.010 34.168  0.258 SN2007S            150.13025 +04.40728  0.827  0.097
03:17:16.65 +41:22:57.6 sn08L     4  0.019  0.001 15.104  0.045 -0.084  0.037 34.542  0.242 SN2008L            049.31937 +41.38267 -2.040  0.250
14:59:28.50 +16:39:12.3 sn08af    3  0.034  0.001 17.314  0.017  0.261  0.020 35.903  0.187 SN2008af           224.86875 +16.65342 -1.979  0.205
12:04:02.90 +20:14:42.6 sn08bf    4  0.026  0.001 15.696  0.010  0.032  0.010 35.075  0.195 SN2008bf           181.01208 +20.24517  0.170  0.097
