#SN name, redshift, host name, separation, SN ra, SN dec, host ra, host dec
2003x,0.023406,UGC11151,5.23954897823,273.02362,29.15481,273.02321,29.15189
2003y,0.016942,IC0522,7.06280235082,133.64417,57.17217,133.64547,57.16671
1995ac,0.050055,[P95c]J224541-0845.2,2.54771743043,341.39225,-8.75131,341.39196,-8.75072
1999be,0.02003,CGCG089-013,10.6836746168,125.91083,18.30567,125.91513,18.29995
1995al,0.00514,NGC3021,1.62666565842,147.73321,33.55261,147.73812,33.55363
2003p,0.033793,MCG+09-13-107,3.79735763973,120.31512,55.743,120.3134,55.7419
2003w,0.020071,UGC05234,1.41866546944,146.70617,16.04378,146.70632,16.04286
1995ak,0.022719,IC1844,4.11505305478,41.45346,3.23058,41.45583,3.23031
2003u,0.028341,NGC6365A,8.99056555116,260.69025,62.164,260.68255,62.16608
2003k,0.021815,IC1129,5.73190713056,233.00796,68.24331,233.00342,68.24633
2008ei,0.037639,UGC11977,1.89676893723,334.38854,33.25592,334.38929,33.25611
2005hf,0.04311,2MASXJ01270614+1906587,2.39916267027,21.77488,19.11681,21.7755,19.11639
2005hc,0.04594,MCG+00-06-003,9.22204962437,29.19975,-0.21367,29.2021,-0.21257
2003m,0.02424,UGC07224,30.2497581136,183.3375,21.64678,183.32607,21.6343
2008ec,0.016317,NGC7469,5.26825154681,345.819,8.87217,345.8151,8.874
2002gc,0.021308,UGC01394,20.7642697053,28.944,46.80539,28.92596,46.80192
2003f,0.017242,UGC03261,3.74927603583,77.88746,17.05789,77.88504,17.05619
2005hk,0.012993,UGC00272,5.05477600981,6.96196,-1.19792,6.95724,-1.19999
2005hj,0.057,SDSSJ012648.45-011417.3,3.48625327262,21.70113,-1.238,21.7019,-1.23815
2005er,0.026175,NGC7385,54.4872863555,342.5035,11.61825,342.47744,11.60857
2003if,0.005704,NGC1302,2.76372917626,49.96921,-26.06403,49.96324,-26.06044
2005eq,0.028977,MCG-01-09-006,18.6506271709,47.20546,-7.03325,47.20135,-7.04062
2003ia,0.029544,NGC6109,7.19942338919,244.42154,35.002,244.41882,35.00428
1998fc,0.107,PGC011298,64.2765009148,44.80254,3.49417,44.80837,3.49881
2003ic,0.055672,MCG-02-02-086,10.2607967955,10.45929,-9.30528,10.46029,-9.30313
2003im,0.01936,2MASXJ00445922-0853228,4.6915972294,11.247,-8.88653,11.24683,-8.88972
2003in,0.021351,IC1956,3.94132553093,53.88879,5.06464,53.88821,5.067
2003ij,0.018383,UGC03336,12.1377464437,88.92158,85.90603,88.93589,85.91468
2003ik,0.023733,UGC04185,10.2390651891,121.02717,62.98883,121.03329,62.98389
2003it,0.025091,UGC00040,6.22731792726,1.45196,27.45267,1.45171,27.44942
2006kf,0.021301,UGC02829,5.32546406958,55.46033,8.15694,55.46192,8.15983
2003iv,0.034307,PGC010738,18.3520928133,42.53021,12.84625,42.53683,12.84361
2005ej,0.037873,CGCG323-004,10.2103129696,283.41033,66.23314,283.40204,66.23208
1991m,0.007235,IC1151,10.4470468356,239.64508,17.45796,239.63475,17.44147
2003iz,0.04821,UGC00638,50.6054447114,15.52812,26.93925,15.52243,26.95181
2001gb,0.025731,IC0582,8.15969790019,149.754,17.82011,149.75094,17.81714
2001gc,0.01929,UGC03375,3.52045559136,88.85892,51.9095,88.85546,51.91061
1996p,0.015511,NGC5335,20.4744836791,208.21921,2.80839,208.23566,2.81427
2004cu,0.024774,NGC5550,14.2975766193,214.62425,12.88417,214.61656,12.88307
2004ct,0.033527,MCG+05-37-017,4.42036530332,235.94063,28.41653,235.94191,28.41523
2004cv,0.036752,MCG+03-41-120,2.60917572476,241.56021,18.415,241.55942,18.41446
2004ca,0.017819,UGC11799,9.48789054914,325.88683,43.6925,325.89629,43.69411
2004cb,0.013773,ESO445-G020,5.99428851752,205.95217,-29.74978,205.95442,-29.74436
2006qo,0.030455,UGC04133,7.51727682468,120.03487,56.36881,120.03562,56.36561
1999ee,0.011415,IC5179,2.64126298006,334.04167,-36.84436,334.03792,-36.84372
2002jg,0.014987,NGC7253B,6.46447195471,334.87,29.38458,334.87542,29.38778
2007qd,0.043146,SDSSJ020932.74-005959.6,11.6015690609,32.38983,-1.00061,32.38642,-0.9999
2007qe,0.02,NSFJ235412.09+272432.3,5.02156172819,358.55408,27.40928,358.55037,27.40897
2002jm,0.018012,IC0603,3.0401616741,154.855,-5.65403,154.85438,-5.65617
1992ap,0.029877,UGC10430,9.4349640468,247.61388,41.48781,247.61185,41.48397
2002jo,0.009176,NGC5708,1.99130309737,219.56842,40.45389,219.56785,40.45674
1999ek,0.017522,UGC03329,14.97194314,84.13167,16.63828,84.13575,16.64886
1999ej,0.013723,NGC0495,7.61199870405,20.73908,33.46611,20.73333,33.47167
2003bf,0.033583,2MASXJ08082660+1219571,2.72768204257,122.10979,12.33228,122.11083,12.33258
2003bi,0.092283,MAPS-NGPO_492_0145839,17.7647148527,161.02488,12.52631,161.023,12.52475
2003bh,0.089299,NEATJ100006.84+281650.0,15.3725750476,150.02613,28.28111,150.0285,28.28056
2002jy,0.0196,NGC0477,24.8476958489,20.31779,40.49869,20.33488,40.48819
2001ex,0.026378,UGC03595,2.37189099924,103.99954,55.40083,104.00158,55.40061
1999cf,0.024527,UGC08539,26.4969137894,203.37379,33.05636,203.37092,33.04238
2001el,0.003896,NGC1448,1.85461375787,56.1275,-44.63983,56.133,-44.64483
2002bo,0.00424,NGC3190,1.67848313046,154.52713,21.82825,154.52347,21.83229
1980n,0.005871,NGC1316,27.3224058711,50.75133,-37.21386,50.67383,-37.20823
1981b,0.006031,NGC4536,7.09817058588,188.62319,2.1998,188.61271,2.18814
1982b,0.007412,NGC2268,4.40320848894,108.64049,84.38657,108.57267,84.38228
1983g,0.003879,NGC4753,1.94364266938,193.08682,-1.20375,193.09213,-1.19969
1986g,0.001825,NGC5128,4.05378905041,201.4019,-43.03157,201.36506,-43.01911
1992a,0.006261,NGC1380,8.23454934408,54.11423,-34.95872,54.11497,-34.97622
1999bu,0.008933,NGC3786,0.823155114362,174.92708,31.90808,174.9273,31.90929
2006dd,0.00587,NGC1316,2.04140566052,50.67342,-37.20361,50.67383,-37.20823
2013dy,0.00389,NGC7250,2.03255667513,334.57333,40.56933,334.57417,40.56239
2015f,0.00489,NGC2442,9.9539645902,114.06567,-69.50639,114.09933,-69.53083
ASASSN-14lp,0.0051,NGC4666,1.36248608562,191.28792,-0.45903,191.2858,-0.46189
